NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA/HORA;HORA REAL;DATA;DATA-HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LONG DEC;LAT DEC;LOCAL;VF;FER.;DES.;N:DE INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
MUSA;5;CPFPOL;CPFPOL;BRASIL;3;7,74;12O/AGO/201  09:00;#VALOR!;12O/AGO/201;120900-O/AGO/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ALAGAMENTO;-3,63000000;-48,48500000;CAIS DO CONDOMÍNIO PORTO DA LAGOA RESORT/FLORIANÓPOLIS-SC LAT 27:37.48716'S e LONG 48:28.66968'W;0;0;0;4410452843;FIBRA;
BORALÁ;5;DCPJAI;DCPJAI;BRASIL;12,9;11,7;17/AGO/2019  19:20;16:20;17/AGO/2019;171920P/AGO/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-2,99250000;-48,57861111;"NAS PROXIMIDADES DA PRAIA DA TAQUARAS – SC, NA MARCAÇÃO APROXIMADA LAT 26°59'33.0""S / LONG 48°34'43.3""W";0;0;0;3810502723;FIBRA;
PILOT BOAT I;2;CPSALV;CPSALV;BRASIL;8;10,65;18/AGO/2019  18:45;15:45;18/AGO/2019;181845P/AGO/2019;LANCHA DO PRATICO;INTERIOR;OUTRA ATIVIDADE OU SERVIÇO;MOTOR;INCÊNDIO;-12,79222222;-38,50472222;"Nas coordenadas de Lat. 12:47'32.9 S"" e Long. 038:30'17.5"" W, proximidades da Base Naval de Aratu, no interior da Baía de Todos os antos, município de Salvador-BA;";0;0;0;2818905664;FIBRA;
BRAM BUCCANEER;1;CPRIOJ;CPRIOJ;BRASIL;3,606;92,58;20/AGO/2019  01:30;22:30;20/AGO/2019;200130P/AGO/2019;SUPPLY;APOIO MARITIMO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-23,88527778;-42,67388889;LAT 23:53,07' S e LONG 042:39,86' W, durante navegação com destino ao porto do Rio de Janeiro-RJ;0;0;0;4430483248;AÇO;
JMS;5;DCPJAI;DCPJAI;BRASIL;1,9;8,2;21/AGO/2019  12:37;9:37;21/AGO/2019;211237P/AGO/2019;BARCO;INTERIOR;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-2,91166667;-48,61333333;"LAT 26°54'42""S / LONG 048°36'48""W – NAS PROXIMIDADES DA BOCA DA BARRA DE  ITAJAÍ – SANTA CATARINA";0;0;0;4430119937;AÇO;
VÓ SEMA;5;DCPJAI;DCPJAI;BRASIL;NÃO INSCRITA;A SER APURADO;20/AGO/2019  15:19;12:19;20/AGO/2019;201519P/AGO/2019;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-2,79472222;-48,58027778;NO TRAVÉS DO MORRO DA PONTA DA ESTRELA, PRAIA VERMELHA, MUNICÍPIO DE PENHA –  SC, NA POSIÇÃO LAT 26°47’41”S / LONG 048°34’49”W;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
TIO LINO - CEMI-TÔ-A-TÔA II;6;CFCUIA;CFCUIA;BRASIL;0,6;5;18/AGO/2019  15:00;11:00;18/AGO/2019;"181500Q/AGO/2019;";LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-12,81250000;-56,78583333;"RIO ARINOS / TAPURAH-MT / LAT:12:48'45""S - LONG: 056:47'09""W";0;0;0;4830314885;ALUMÍNIO;
LH PROGRESSO;3;CPFTZA;CPFTZA;BRASIL;225;29,50;08/AGO/2019  08:30;5:30;08/AGO/2019;080830P/AGO/2019;REBOCADOR;APOIO MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-3,03527778;-39,02305556;"LAT 03° 02' 07"" S e LONG 039° 01' 23"" W, cerca de 22 MN da ponta do Paracuru-CE";0;0;0;4430482756;AÇO;
DELRUBA;5;DLSFSL;DLSFSL;IRAN;40,166;225;21/AGO/2019  13:00;13:00;21/AGO/2019;211300Z/AGO/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ALTERAÇÃO OU DESVIO DA ROTA;-2,13444444;-48,43555556;Para as coordenadas de LAT 26:08,4' S e LONG 048:26,8' W, a cerca de 3 MN do Farol Ilha da Paz, litoral do Município de São Francisco do Sul, SC;0;0;0;SOLAS-IMO 9387798;AÇO;
DELFOS I;1;CPRIOJ;CPRIOJ;BRASIL;11,07;8,7;21/AGO/2019  10:30;7:30;21/AGO/2019;211030P/AGO/2019;OUTRAS EMBARCAÇÕES;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;MOTOR;EXPLOSÃO;-22,91666667;-43,10000000;Lat 22:55’S e Long 043:06’W, Baía de Guanabara, Niterói-RJ;0;3;0;4039152964;ALUMÍNIO;
MAGALHÃES SILVA XVI;5;DLSFSL;DLSFSL;BRASIL;129;26,80;25/AGO/2019  10:28;10:28;25/AGO/2019;251028Z/AGO/2019;BARCO;CABOTAGEM;PESCA;MOTOR;COLISÃO;-2,17694444;-48,48583333;Nas coordenadas estimadas de LAT 26:10,347' S e LONG 048:29,097' W, entre Lage Itacolomi e Ilha da Paz, Arquipélago das Graças, Município de São Francisco do Sul, SC;0;1;0;4430060673;MADEIRA;NÃO POSSUI
SEM NOME;8;CPFOZU;CPFOZU;BRASIL;NÃO INSCRITA;A SER APURADO;25/AGO/2019  18:40;18:40;25/AGO/2019;251840H/AGO/2019;A SER APURADO;INTERIOR;ESPORTE E RECREIO;SEM PROPULSÃO;EMBORCAMENTO;-0,74888889;;LAGO DA USINA MOURÃO - LUIZIANA – PR/ 24:44'56.7”S 54:23'35.5”W;1;2;0;NÃO INSCRITA;A SER APURADO;A SER APURADO
SEM NOME;9;CPNAUS;AGTINS;BRASIL;NÃO INSCRITA;6;24/JUN/2019  15:00;11:00;24/JUN/2019;241500Q/JUN/2019;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;REMO;QUEDA DE PESSOAS NA ÁGUA;-3,25166667;-57,86972222;"LAGO DO AMANDIO, EM FRENTE COMUNIDADE DO AMANDIO, NO MUNICÍPIO DE BOA  VISTA DO RAMOS/AM, LAT 03:09' 366"" S, LONG 57:51' 711"" W";1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
COMTE COIMBRA;9;CPNAUS;AGITAC;BRASIL;228;28,20;14/AGO/2019  17:35;13:35;14/AGO/2019;141735Q/AGO/2019;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-3,33361111;-58,82277778;Latitude 03:20'01.01S e Longitude 58:49'22.18W  - MARGEM direita do rio Amazonas, a montante 500 metros da boca do Madeira,MARGEM oposta da Comunidade de Iracema,  Itacoatiara-AM;0;0;0;11450444;MADEIRA;NÃO POSSUI
TOÕ - I;9;CPNAUS;AGTEFE;BRASIL;1;7;30/JUL/2019  15:00;11:00;30/JUL/2019;301500Q/JUL/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;INCÊNDIO;-3,56666667;-65,15000000;Oficina do Barreto/Lago de Tefé, Tefé-AM//LAT 03:34'S / LONG 064:69'W;0;0;0;72224657;ALUMÍNIO;
SEM NOME;1;CPVITO;CPVITO;BRASIL;NÃO INSCRITA;6;17/AGO/2019  12:00;9:00;17/AGO/2019;171200P/AGO/2019;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-19,71027778;-39,78750000;"Rio Doce, LAT 19:42' 37"" S e LONG 039:47' 15"" W Regência - Linhares – ES";0;0;1;NÃO INSCRITA;MADEIRA;A SER APURADO
CIDADE DO RIO DE JANEIRO MV 14;1;CPMCAE;CPMCAE;BAHAMAS;146,575;310,50;23/AGO/2019  11:00;8:00;23/AGO/2019;231100P/AGO/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;AVARIAS NO CASCO;-22,85861111;-40,35861111;"Espadarte - Bacia de Campos - Campos dos Goytacazes - RJ - coordenada geográfica de Latitude 22:51'31.18''S e Longitude 040:21'31.41""W""";0;0;0;381E004821;AÇO;
PETROBRAS 63;1;CPMCAE;CPMCAE;ILHAS MARSHAL;161,812;347,30;17/AGO/2019  09:00;6:00;17/AGO/2019;170900P/AGO/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL ABORDO;-23,50222222;-41,05222222;"Campo Papa-Terra na Bacia de Campos - Campos dos Goytacazes – RJ – Macaé- coordenada geográfica: Latitude 23:30'08.000''S e Longitude 041:03'08.000""W""";0;1;0;461E000954;AÇO;
A SER APURADO;6;CPUMBA;CPUMBA;A SER APURADO;NÃO INSCRITA;A SER APURADO;26/AGO/2019  11:27;7:27;26/AGO/2019;261127Q/AGO/2019;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-19,51583333;-57,42388889;"Rio Paraguai, KM 1402 - lat: 19°30'57.3""S Long: 057°25'26.6''W";1;0;0;NÃO INSCRITA;A SER APURADO;A SER APURADO
FB-29;8;DLTIAO;DLTIAO;BRASIL;352;47,5;27/AGO/2019  06:10;3:10;27/AGO/2019;270610P/AGO/2019;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,80166667;-45,36861111;PROXIMIDADES DO CANAL DE SÃO SEBASTIÃO - SÃO SEBASTIÃO/SP - LAT: 23:48' 06” LONG: 045:22' 07;0;0;0;4.019.946.019;AÇO;
C MOUZO -  HCF I;1;CPRIOJ;CPRIOJ;BRASIL;0;3,36;17/AGO/2019  17:00;14:00;17/AGO/2019;171700P/AGO/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,00944444;-43,30111111;AT 23:00’34,40’’S e LONG 043:18’04,38’’W, na marina BELLA MARINA, no  anal de Marapendi, Rio de Janeiro-RJ;0;0;0;381M2019002128;FIBRA;
COMTE BIBI - NALS VII - HP-II - NORTELOG II;4;CPBLEM;CPBLEM;BRASIL;126;19,81;27/AGO/2019  02:30;23:30;27/AGO/2019;270230P/AGO/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,68416667;-49,26305556;"Quando navegava no rio Pará de través com a ilha Saracura, nas proximidades da vila Ponta Negra, na posição LAT 01:41'3""S / LONG 049:15'47""W, em águas do Município de Muaná-PA Carta Náutica n:305/DHN";0;0;0;211018961;AÇO;
BW FLAX;1;CPRIOJ;CPRIOJ;ILHA DO HOMEM;32,287;189,99;20/AGO/2019  11:30;11:30;20/AGO/2019;201130Z/AGO/2019;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;PRESENÇADE CLANDESTINO A BORDO;-4,04083333;-1,07472222;Constatada durante a travessia Duala-Rio de Janeiro, na posição LAT 04:02,27'S e LONG 001:04,29’W;0;0;0;SOLAS-IMO 9425772;AÇO;
NAVEGANTE AKAIA 03 - 4 IRMÃOS;6;CPUMBA;CPUMBA;BRASIL;0;5,95;27/AGO/2019  20:20;16:20;27/AGO/2019;272020Q/AGO/2019;BOTE;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-18,99611111;-57,65555556;"Rio Paraguai, KM 1521 - lat: 18°59'46.9""S Long: 057°39'20.8''W";0;0;0;481M2018002499;ALUMÍNIO;
FERRARI;3;CPNATL;CPNATL;BRASIL;2,6;7,4;24/AGO/2019  09:30;6:30;24/AGO/2019;240930P/AGO/2019;BARCO;INTERIOR;PESCA;MOTOR;ACIDENTE DE MERGULHO;-5,79944444;-35,19333333;NAS PROXIMIDADES DA PRAIA DE PITANGUI, NAS COORDENADAS DE LATITUDE 05° 47,589' S E LONGITUDE 035° 10,966' W;0;1;0;1810049679;MADEIRA;NÃO POSSUI
LUIZ FELLIPE;4;CPBLEM;CPBLEM;BRASIL;99;19;29/AGO/2019  10:15;7:15;29/AGO/2019;291015P/AGO/2019;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-1,68333333;-48,43333333;Quando se encontrava navegando no rio Moju, nas proximidades da ponte, na posição LAT 01:41'S / LONG 048:26'W, Carta Náutica n:40/DHN;0;0;0;11424371;AÇO;
SEA FUJIYAMA;4;CPLUIZ;CPLUIZ;ILHAS MARSHAL;199,959;361;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;;;A SER APURADO;0;0;0;SOLAS-IMO 4778;AÇO;
ROSANI MOURA I - MOURA RIO II - MARQUES TORRES II;1;CPRIOJ;CPRIOJ;BRASIL;52,08;21,40;05/JUL/2019  10:00;7:00;05/JUL/2019;051000P/JUL/2019;BARCO;CABOTAGEM;PESCA;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-22,87305556;-43,12277778;LAT 22:52' 23,3”S e LONG 043:07' 22,6”W, Baia de Guanabara, Rio de Janeiro-RJ;0;0;0;3810518549;AÇO;
VOVÔ DÁRIO - LADY NEUZINHA;4;CFAREM;CFAREM;BRASIL;67;15;25/AGO/2019  07:30;4:30;25/AGO/2019;250730P/AGO/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,23305556;-54,80194444;"Rio Amazonas, Costa do Pinduri, em Santarém-PA, LAT 02°13'59""S LONG 054°48'07""W, aproximadamente 14MN da S,m frente ao Paraná de São Raimundo";1;0;0;211018783;AÇO;
MACADAMIA;7;CPFBRA;CPFBRA;BRASIL;0;8,19;01/SET/2019  14:30;11:30;01/SET/2019;011430P/SET/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-15,82333333;-47,88250000;"Lat. 15°49'24.8""S Long. 47°52'57.4""W, LAGO PARANOÁ-DF, Cais da Marina BRASÍLIA BOAT SERVICE";0;0;0;5210201031;FIBRA;9/jan/2020
COMTE. MAIRON;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;02/JUN/2019  07:00;4:00;02/JUN/2019;020700P/JUN/2019;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;-1,43333333;-50,46666667;"Navegando no rio Gipuuba, nas proximidades da comunidade católica Menino Jesus, Distrito de São Miguel, Município de Breves-PA, na posição LAT01:26'00""S e LONG 050:28'W, Carta Náutica n:42/DHN";0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
CIDADE DE VITORIA;1;CPVITO;CPVITO;BAHAMAS;134,206;347,27;26/AGO/2019  09:55;6:55;26/AGO/2019;260955P/AGO/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-20,04250000;-39,52527778;"Campo do Golfinho, Bacia do Espírito Santo-ES, na posição de LAT 20:02' 32, 988""S e LONG 039:31' 31,015""W;";0;0;0;7403354;AÇO;
SÃO JORGE;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;12;28/FEV/2019  17:00;14:00;28/FEV/2019;281700P/FEV/2019;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;;;Navegando no rio Ipixuna, nas proximidades da Comunidade São Francisco, em águas do Município de Porto de Moz-PA, região não cartografada.;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
ALMIRANTE JEAN BERGSON - VALENTINA V;4;CPBLEM;CPBLEM;BRASIL;88,20;20;21/AGO/2019  01:10;22:10;21/AGO/2019;210110P/AGO/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-1,90888889;-49,25222222;"Quando se encontrava atracado no píer 401 do porto de Vila do Conde-PA, na posição LAT 01:54'32""S / LONG 049:15'08""W, Carta Náutica n:321/DHN";0;0;0;50065629;AÇO;
BERNARDO;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;7,5;31/AGO/2019  22:00;19:00;31/AGO/2019;312200P/AGO/2019;OUTRAS EMBARCAÇÕES;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-23,01666667;-43,18333333;Posição aproximada Latitude 23:01'S e Longitude e Longitude 043:11'W, a nordeste das Ilhas Cagarras, Rio de Janeiro-RJ;0;0;1;NÃO INSCRITA;A SER APURADO;NÃO POSSUI
CRISTO REI;4;CPSTNA;CPSTNA;BRASIL;8;14,3;01/SET/2019  22:30;19:30;01/SET/2019;012230P/SET/2019;BARCO;INTERIOR;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,05055556;-51,13944444;Rio Amazonas, atracada no píer do Igarapé da Fortaleza, município de Santana, Estado do Amapá, distante cerca de 2 MN da sede desta Capitania posição de LAT. 00:03’ 02” S e LONG. 051:08’22”W (Carta Náutica 204 – DHN);1;0;0;022-08384-3;MADEIRA;NÃO POSSUI
BALSA SOFIA III - BALSA YARA I;5;CPGRAN;CPGRAN;BRASIL;329;54;19/AGO/2019  15:00;12:00;19/AGO/2019;191500P/AGO/2019;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;-8,03000000;-52,08833333;PORTO VELHO DE RIO GRANDE, NA LATITUDE 32°01'48'' S e LONGITUDE 052° 05'18'' W;0;0;0;4620169331;AÇO;
VERÃO;8;CPFTPR;CPFTPR;BRASIL;0;3,33;01/SET/2019  16:15;13:15;01/SET/2019;011615P/SET/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,12944444;-48,24055556;Represa de Porto Colômbia, rio Grande, município de Conceição das Alagoas – MG, na posição aproximada de LAT. 20° 07'46”S e LONG. 048° 14' 26”W;1;0;0;941M2015003949;FIBRA;
RAFALÉO;8;DLTIAO;DLTIAO;BRASIL;MIÚDA;5,10;21/AGO/2019  12:00;9:00;21/AGO/2019;211200P/AGO/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,88944444;-45,46111111;PRÓXIMO À PONTA DA SELA – ILHABELA / SP - LAT: 23:53' 22” / LONG 045:27' 40;1;1;0;403M2011002796;FIBRA;23/mar/2020
GARAGE BAR;8;DLTIAO;DLTIAO;BRASIL;28,20;13,55;31/AGO/2019  12:00;9:00;31/AGO/2019;311200P/AGO/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,62583333;-45,37583333;PRÓXIMO À PRAIA MARTIN DE SÁ – CARAGUATATUBA / SP - LAT: 23:37' 33” / LONG: 045:22' 33;0;0;0;3822934917;FIBRA;
FRANCIS BEAUFORT;3;CPFTZA;CPFTZA;LUXEMBURGO;13,001;142,46;29/AGO/2019  13:00;10:00;29/AGO/2019;291300P/AGO/2019;DRAGA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;MOTOR;MAU APARELHAMENTO DA EMBARCAÇÃO;-3,69638889;-38,51111111;Fundeadouro n:1 porto do Mucuripe, Fortaleza-CE, LAT 03° 41,470' S e LONG 038° 30,400'W,;0;0;0;9262780;AÇO;1/nov/2019
XAVANTES;1;CPRIOJ;CPRIOJ;BRASIL;3,930;74,46;03/SET/2019  04:30;1:30;03/SET/2019;030430P/SET/2019;SUPPLY;APOIO MARITIMO;CARGA;MOTOR;ENCALHE;-22,05444444;-40,91944444;"Latitude 22:03' 16”S e Longitude 040:55' 10”W, a cerca de 15MN do Porto do Açú, São João da Barra-RJ;";0;0;0;3813910253;AÇO;
PHILOSOPHY;3;CPFTZA;CPFTZA;BRASIL;54;20,5;29/AGO/2019  15:30;12:30;29/AGO/2019;291530P/AGO/2019;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-3,70750000;-38,53166667;Proximidades do molhe do Hotel Marina Park, Fortaleza-CE, LAT 03° 42,870'S e LONG 038° 31,546'W;0;0;0;210267097;MADEIRA;POSSUI
TONHO DE IVANILDA;3;CPCEIO;CPCEIO;BRASIL;3;7,0;08/SET/2019  10:30;7:30;08/SET/2019;081030P/SET/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-9,82611111;-35,87916667;"ULIET – Lat 09:49'34.0”S Long 35:52'45.0”W,Praia Bonita, Barra de São Miguel-AL, a aproximadamente 500 m de terra;";0;0;0;2412234183;FIBRA;
FREE RIDER - ATROVENADO;1;DLANGR;DLANGR;BRASIL;10,8;5,8;08/SET/2019  05:00;2:00;08/SET/2019;080500P/SET/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-0,61805556;-45,48583333;"PROXIMIDADES DA ILHA DOS COQUEIROS, BAIA DA RIBEIRA, ANGRA DOS REIS -RJ, MARCAÇÃO APROXIMADA LAT 22:97,5' 78,9"" S LONG 44:89,9' 95,1"" W";0;0;0;3810512435;FIBRA;
ANGRA PARADISE - JR;1;DLANGR;DLANGR;BRASIL;3,57;8;09/SET/2019  21:00;18:00;09/SET/2019;092100P/SET/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,01666667;-44,32083333;"PROXIMIDADES DA ILHA FRANCISCA , CENTRO, ANGRA DOS REIS - RJ, MARCAÇÃO APROXIMADA LAT 23:01' 00"" SLONG 44:19' 15"" W";0;0;0;3830093985;FIBRA;
MONTE SIAO I;2;DLSEGU;DLSEGU;BRASIL;18,6;13;08/SET/2019  16:20;16:20;08/SET/2019;081620Z/SET/2019;BOTE;CABOTAGEM;PESCA;MOTOR;AVARIA DE MÁQUINAS;-16,83333333;-37,64722222;APROXIMADAMENTE 65 MN VG NAS PROXIMIDADES DO MUNICIPIO DE CARAIVA-BA  NA LAT 16 GRAUS 50 MIN SEG SUL E LONG 037 GRAUS 38 MIN 50 SEG W;0;0;0;3410236767;MADEIRA;NÃO POSSUI
PETROBRAS XXV;1;CPMCAE;CPMCAE;ILHAS MARSHAL;18,481;116;11/SET/2019  11:00;8:00;11/SET/2019;111100P/SET/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL ABORDO;-22,10888889;-15,91611111;"Campo Albacora na Bacia de Campos – Campos dos Goytacazes – RJ –na coordenada geográfica Latitude 22°06'32,631""S e Longitude - 039°54'58,835""W";0;1;0;381E002675;AÇO;
SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;10;03/SET/2019  12:00;9:00;03/SET/2019;031200P/SET/2019;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;-1,98333333;-51,00000000;"Navegando no Rio Pacaja, em frente a Empresa Rolly, na posigco LAT 01:59'00""S / LONG 051:00'00""W em aguas do Municmpio de Portel-PA, Carta Nautica n: 42/DHN;";0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
PAPA FRANCISCO - ROMA XII;4;CFAREM;CFAREM;BRASIL;407;A SER APURADO;10/SET/2019  10:20;7:20;10/SET/2019;101020P/SET/2019;BARCO;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-2,49416667;-54,72611111;no Rio Tapajós, nas proximidades da Orla de Santarém-PA, Lat 02:24.995'S e Long 054°43.342'W;0;0;0;A SER APURADO;A SER APURADO;A SER APURADO
ALOHA TOUR I;1;DLCABO;DLCABO;BRASIL;49;24,20;13/SET/2019  14:30;11:30;13/SET/2019;131430P/SET/2019;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;COLISÃO;-22,87777778;-42,02222222;LATITUDE 22:52'40.0S E LONGITUDE 042:01'20.0W, CANAL DO ITAJURU, CABO FRIO - RJ;0;0;0;3820092684;MADEIRA;NÃO POSSUI
SEM NOME;9;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;06/SET/2019  19:00;15:00;06/SET/2019;061900Q/SET/2019;CANOA;INTERIOR;A SER APURADO;MOTOR;DESAPARECIMENTO DE PESSOA;-8,61388889;-63,77472222;"RIO MADEIRA, DISTRITO DE CUJUBIM, PORTO VELHO-ROLAT 08°36'5""S LONG 063°46'29""W";0;0;3;A SER APURADO;MADEIRA;NÃO POSSUI
BUFFLEHEAD - Balsa Lara 2009 -  HP II;4;CPSTNA;CPSTNA;CHIPRE;19,943;177,4;07/SET/2019  07:00;4:00;07/SET/2019;070700P/SET/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;-0,06166667;-51,16666667;Rio Amazonas, durante a manobra de movimentação para atracação do N/M BUFFLEHEAD no Píer de n:1 da Companhia Docas de Santana (CDSA), no municípiode Santana – Amapá, distante cerca de 2MN da sede destaCP,posiçãoaproximadae LAT. 00:. 03’. 42” S LONG. 051:. 10’.00” W;0;0;0;SOLAS-IMO 9598294;AÇO;
BARRAQUEIRO;4;CPLUIZ;CPLUIZ;BRASIL;21;19,72;08/SET/2019  10:35;7:35;08/SET/2019;081035P/SET/2019;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE GOVERNO;;;LAT/LONG A SER APURADA / BAIA DE SAO MARCOS - SAO LUIS-MA PTVG;0;0;0;121-11907-2;MADEIRA;NÃO POSSUI
SEM NOME;7;CFATOC;CFATOC;BRASIL;A SER APURADO;A SER APURADO;06/SET/2019  12:30;9:30;06/SET/2019;061230P/SET/2019;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-10,19833333;-48,37777778;"LAGO DE PALMAS VG MUNICIPIO DE PALMAS-TO VG Latitude 10°11'54.6""S e Longitude 048°22'40.5""W";0;0;0;A SER APURADO;A SER APURADO;A SER APURADO
Dipe Anjo;6;CPUMBA;CPUMBA;BRASIL;MIÚDA;3;07/SET/2019  00:30;20:30;07/SET/2019;070030Q/SET/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;;;Rio Pardo - município de Bataguassu - MS;0;0;0;402M2013005589;ALUMÍNIO;
D.JOÃO II -  VOYAGER-V;9;CFINGA;CFINGA;BRASIL;19;15,6;05/SET/2019  10:40;5:40;05/SET/2019;051040R/SET/2019;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-4,23250000;-69,94444444;"LAT: 04:13’57""S e LONG: 069:56’40""W - Orla da cidade de Tabatinga-AM,próximo ao Porto Voyager";0;0;0;90016092;MADEIRA;NÃO POSSUI
DONA SÔNIA;8;CPFTPR;CPFTPR;BRASIL;12,8;10;14/SET/2019  15:30;12:30;14/SET/2019;141530P/SET/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,54722222;-48,48305556;rio Tietê, reservatório de Barra Bonita, município de Mineiros do Tietê-SP, na posição aproximada de LAT. 22°32'50”S e LONG. 48°28'59”W;0;0;0;4030145256;FIBRA;
